id,short_desc,severity,failure_impact_type,action_urgency_type
31297,filters for elements with no errors/warnings [package explorer] [filters],enhancement,non-critical feature request,can wait (low urgency)
19122,ANT executes in wrong directory,major,user-facing bug,needs attention soon
49439,[EditorMgmt] need a show/hide editor button near pin editor,enhancement,non-critical feature request,can wait (low urgency)
102506,double listed directory names in source for linked sources,normal,user-facing bug,needs attention soon
223315,[breakpoints] Inner class defined in a method can produce multiple breakpoints in the same line,normal,user-facing bug,needs attention soon
274020,Code assist fails to deliver proposals,normal,user-facing bug,needs attention soon
103273,[EditorMgmt] icon cannot be specified per content-types,enhancement,non-critical feature request,can wait (low urgency)
57250,Deleting matches doesn't work after last match of group was deleted,minor,user-facing bug,needs attention soon
242760,[Browser] Delete key is eaten in Internal Web Browser,major,user-facing bug,needs attention soon
152382,Eclipse 3.2 cpu loop,normal,performance degradation,needs attention soon
214923,Inform user when extension point schema unavailable,normal,user-facing bug,needs attention soon
228840,Invalid Plug-in ID should be error severity instead of warning,normal,user-facing bug,needs attention soon
60470,Editor does not react any more after refactoring,normal,user-facing bug,needs attention soon
264908,[target] Allow cancellation of the edit target wizard while resolving target,normal,non-critical feature request,can wait (low urgency)
79188,[Viewers] (Table)Viewer should allow update of a known (Table)Item,enhancement,non-critical feature request,can wait (low urgency)
236140,[refactoring] Add a refactoring for 'Hide Delegate',enhancement,non-critical feature request,can wait (low urgency)
4129,DCR: Text Search results should show platform icon (1GIT98J),enhancement,non-critical feature request,can wait (low urgency)
304528,compare against 3.5.2,normal,user-facing bug,needs attention soon
287596,http://eclipse.org/swt/macgen.php needs to be updated,normal,user-facing bug,needs attention soon
23871,Core dump running test suites,normal,system failure / crash,immediate action required
102130,Compiler should not warn about non-externalized string in annotation,normal,user-facing bug,needs attention soon
9428,Gradients start grayed,normal,user-facing bug,needs attention soon
172976,Console view showing wrong label,major,user-facing bug,needs attention soon
4321,[nls tooling] outline for .properties files,enhancement,non-critical feature request,can wait (low urgency)
190508,[infer type arguments] Infer Generics Refactoring Broken,major,user-facing bug,needs attention soon
8372,CVS hangs/crashes during checkout of big files over intranet (reproducable),critical,system failure / crash,immediate action required
820,Welcome: Workbench User Guide does not show anything by default (1GEUWHF),normal,user-facing bug,needs attention soon
81590,[1.5][compiler] Iteration over nested arrays is broken,normal,user-facing bug,needs attention soon
96409,Compliance level '1.4' is incompatible with source level '1.5',normal,user-facing bug,needs attention soon
10694,[templates] need more flexible type mechanism,normal,user-facing bug,needs attention soon
100885,Keyboard paste (Cmd-V) starts going to wrong tab/view,normal,user-facing bug,needs attention soon
112641,cannot open binary file from CVS,normal,user-facing bug,needs attention soon
88550,[Wizards] Wizard and Configuration Fonts,normal,user-facing bug,needs attention soon
338649,[perfs] Regression on FullSourceWorkspaceModelTests#testInitJDTPlugin,normal,user-facing bug,needs attention soon
127904,SWTException: Widget is disposed creating new extension,major,system failure / crash,immediate action required
204675,'Convert Line Delimeters To' option doesn't mark the latest choice,normal,user-facing bug,needs attention soon
179662,Implement configuration-based scanner discovery in the make.core,enhancement,non-critical feature request,can wait (low urgency)
81374,[rename] RippleMethodFinder2 should accept a RefactoringStatus and flag binary methods in ripple,normal,user-facing bug,needs attention soon
302863,[WorkbenchParts] EditorActionBars doesn't get propertly activated after exception during editor initialization,normal,user-facing bug,needs attention soon
96627,USABILITY: Renaming a folder should move make targets to new folder,normal,user-facing bug,needs attention soon
175151,"move OpenTypeDialog/Action, AllTypesCache to use the IIndex API",normal,user-facing bug,needs attention soon
330256,"Make ""Organize Manifest"" wizard run with Orbit projects",enhancement,non-critical feature request,can wait (low urgency)
264610,[Forms] Screen reader won't read links in a FormText widget.,normal,user-facing bug,needs attention soon
26036,refactor: extract local variable: inserts new variable at wrong block,normal,user-facing bug,needs attention soon
114979,"""ftp"" feature for ""ant"" doesn't work",normal,user-facing bug,needs attention soon
108519,ClassCastException,normal,system failure / crash,immediate action required
269610,Drop-Indicator-Rectangle for docked Items incorrect,minor,user-facing bug,needs attention soon
124333,Target platform stale - didn't switch to the new build,normal,user-facing bug,needs attention soon
183685,[preferences] UI for Wrap binary expression before operator,normal,user-facing bug,needs attention soon
108915,Ant build terminates while signing jar using jarsigner,major,user-facing bug,needs attention soon
212885,[Markers] Markers view: Configure Contents... dialog should not use 'Filters',normal,user-facing bug,needs attention soon
35346,Eclipse crash opening preferences of third party plugin,normal,system failure / crash,immediate action required
30259,launching always asks if I want to delete the workspace,normal,user-facing bug,needs attention soon
25847,Support for Java 1.4 chained exceptions,enhancement,non-critical feature request,can wait (low urgency)
292901,"Confusing ""Target"" group for children filters",normal,user-facing bug,needs attention soon
38855,regression - Table.getImageBounds returns incorrect value,critical,system failure / crash,immediate action required
26626,hot plugin plugin?,enhancement,non-critical feature request,can wait (low urgency)
24254,Type Hierarchy doesn't show all members,minor,user-facing bug,needs attention soon
49056,[FAQ 2.1.3] CVS 1.12.x server compatibility,normal,user-facing bug,needs attention soon
101048,Broken links in root javadoc files,normal,non-critical feature request,can wait (low urgency)
17357,[Outline] Outline View text cut off,normal,user-facing bug,needs attention soon
188887,[PropertiesDialog] File size in resource properties info too many digits,enhancement,non-critical feature request,can wait (low urgency)
74710,[Commit Sets] Problems displaying folders,normal,user-facing bug,needs attention soon
88666,"[content type] schema should assign ""java"" type to the describer attribute",normal,user-facing bug,needs attention soon
309842,Consider creating a product for pde build,enhancement,non-critical feature request,can wait (low urgency)
28504,"Pesimistic VC: Content Assist dissabled, Quick Fix still available",normal,user-facing bug,needs attention soon
323278,"Indexer reports ""return has value, in function returning void"" when void func returns the return value of void func.",normal,user-facing bug,needs attention soon
90085,Auto Completion mal-function in M5a and M6,enhancement,non-critical feature request,can wait (low urgency)
17998,[ExternalTools] missing help context ids,normal,user-facing bug,needs attention soon
32361,"""Link Java Browsing view to active Editor"" not working in M5",normal,user-facing bug,needs attention soon
295401,Renaming Java project with a breakpoint throws an exception,major,user-facing bug,needs attention soon
233159,P2Installer doesn't work on a Mac,critical,system failure / crash,immediate action required
167640,Opening plugin.xml throws error in fast partitioner,normal,user-facing bug,needs attention soon
127768,[Model Sync] Clean Timestamps doesn't always work,normal,user-facing bug,needs attention soon
289883,New TEAM feature to collect commit comments incrementally,enhancement,non-critical feature request,can wait (low urgency)
157464,[consistency] Arrow-Buttons on Mac dont support MouseListeners,normal,user-facing bug,needs attention soon
283169,[examples] Add pre-processor generated source files to a .cvsignore file.,normal,user-facing bug,needs attention soon
16474,FTP: Contents fetched when right-clicking in site explorer,normal,user-facing bug,needs attention soon
36130,keyboard shortcut for line commenting,minor,user-facing bug,needs attention soon
83195,Mnemonic collision on AntJRETab,normal,user-facing bug,needs attention soon
182313,Compare viewer context menu actions are missing mnemonics,trivial,non-critical feature request,can wait (low urgency)
160929,[Help] Javascript error in indexList.jsp,normal,user-facing bug,needs attention soon
217671,[Contributions] WorkbenchMenuService leaks editor after context menu opened,critical,system failure / crash,immediate action required
82330,IAE exception in Inline Method [refactoring],normal,user-facing bug,needs attention soon
79925,[consistency] Button MenuDetect preceeds MouseDown,normal,user-facing bug,needs attention soon
19719,Hover Text Stops Working After Turning Off And Then On Again.,normal,user-facing bug,needs attention soon
87627,[1.5][search] references to type variable yield non-existent elements in search view,normal,user-facing bug,needs attention soon
209326,[formatter] Save Actions does not remove trailing blanks inserted by Formatter,normal,user-facing bug,needs attention soon
205038,ResourceModelContentProvider#dispose() can throw NPE,normal,system failure / crash,immediate action required
306822,We need context for IncrementalProjectBuilder#getRule(),normal,user-facing bug,needs attention soon
22965,[Import/Export] import/export enhancement,enhancement,non-critical feature request,can wait (low urgency)
154023,Can't get a Dialog truely on TOP,normal,user-facing bug,needs attention soon
257915,Autocomplete doesn't work inside Exception handlers created by #define,normal,user-facing bug,needs attention soon
274271,SHEET Javadoc issues,normal,user-facing bug,needs attention soon
279522,[Test] Seperate Link checker tests into generated/non generated,enhancement,non-critical feature request,can wait (low urgency)
115303,Add support for cyclic dependencies in projects,enhancement,non-critical feature request,can wait (low urgency)
29069,'open external javadoc' appears incorrectly in key binding list,trivial,non-critical feature request,can wait (low urgency)
191121,[C99 parser] fix performance issues,normal,performance degradation,needs attention soon
257494,Ant task hangs in logging call,normal,system failure / crash,immediate action required
62046,[Progress] % complete not shown in progress view,normal,user-facing bug,needs attention soon
178780,[MPE] Improve MultiPageEditorPart.setActiveEditor,enhancement,non-critical feature request,can wait (low urgency)
290618,[push down] program behavior changes: calls overloaded method,normal,user-facing bug,needs attention soon
270548,[formatter] code formatter does not respect spaces for line wrapping indent,normal,user-facing bug,needs attention soon
92119,[variables] Debugger: Ability to view a char array/sequence as an arrary of integers.,enhancement,non-critical feature request,can wait (low urgency)
129703,SWT.VIRTUAL limitations via TableItem [] items,normal,user-facing bug,needs attention soon
16775,TableTree.setSelection/showItem fails for deeply nested items,normal,user-facing bug,needs attention soon
64537,Internal errror opening in-place browser,major,user-facing bug,needs attention soon
12451,Got unhandled debug exception when launching workspace,normal,system failure / crash,immediate action required
304792,[move method] Move a single function between interfaces does not work.,minor,user-facing bug,needs attention soon
274690,MenuItem accelerator text not rendered on Cocoa,normal,user-facing bug,needs attention soon
204417,NullPointerException in SelectionOnQualifiedAllocationExpression.resolveType,normal,system failure / crash,immediate action required
72400,anonymous inner class's override method sign doesn't appear,normal,user-facing bug,needs attention soon
26546,In/correct quick fix for non-static access to static member [quick fix],normal,user-facing bug,needs attention soon
44008,[browser] Browser component grabs focus when loaded.,normal,user-facing bug,needs attention soon
201548,[Editor] Need partition scanner for assembly content,normal,user-facing bug,needs attention soon
101799,Enabling advanced graphics will cause alpha gradient to be applied,normal,user-facing bug,needs attention soon
284393,[Forms] Allow FormText to be transparent,major,non-critical feature request,can wait (low urgency)
98379,"[1.5][compiler] Type Inference on static method allowed by eclipse, not by javac",normal,user-facing bug,needs attention soon
208589,Key shortcuts F3 and F4 should work in Variables view to open type / hierarchy,enhancement,non-critical feature request,can wait (low urgency)
79792,Constructor reference not found,normal,user-facing bug,needs attention soon
242014,[delta] IJavaElementDelta.F_CONTENT not set in Java element delta in case of IResource.touch(...),normal,user-facing bug,needs attention soon
9558,junit wizard: does not detect all existing classes,normal,user-facing bug,needs attention soon
240837,DVT34: broken link in documentation,normal,non-critical feature request,can wait (low urgency)
6917,OS.EnableWindow should be called when opening modal dialog,normal,user-facing bug,needs attention soon
150535,java text editor does not honor system default theme in high contrast,normal,user-facing bug,needs attention soon
27261,"""Content Assist"" vs ""Code Assist""",normal,user-facing bug,needs attention soon
73997,Code Formatter mishandles <pre> and <blockquote> tags,normal,user-facing bug,needs attention soon
29716,Default CodeFormatter problems,normal,user-facing bug,needs attention soon
53378,[syntax highlighting] Preview and Apply do not work for syntax highlighting preference page,major,user-facing bug,needs attention soon
17132,Advanced dialog on class path config tabs should not be a title area dialog,normal,user-facing bug,needs attention soon
4662,DCR: Refactor PrintJob out of Printer (1GFW8OM),normal,non-critical feature request,can wait (low urgency)
117527,[Eclipse Forms] Switching from product configuration from plug-in to feature looses the content of the other pages from the editor,critical,system failure / crash,immediate action required
37303,Remove X dependency,normal,user-facing bug,needs attention soon
117983,[KeyBindings] registry: Can't delete key binding by unsetting commandId,normal,user-facing bug,needs attention soon
50851,[reorg] constructor not visible after class move / refactoring,normal,user-facing bug,needs attention soon
42826,Flat Table,normal,user-facing bug,needs attention soon
92015,[IDE] IDEWorkbenchWindowAdvisor updates the window title too often,normal,user-facing bug,needs attention soon
284844,[Layout] The GridLayout is not shown correctly.,normal,user-facing bug,needs attention soon
115464,Bring back 'Show In Package Explorer',normal,user-facing bug,needs attention soon
339913,[compiler] Misleading error message for annotations inside a method body,normal,user-facing bug,needs attention soon
214144,Internal Web browswer location bar closes unexpectedly,normal,user-facing bug,needs attention soon
26907,Team file types are not dynamically updated!,normal,user-facing bug,needs attention soon
253174,[Contributions] Contributions to the status trim bar are never disposed.,normal,user-facing bug,needs attention soon
129853,Wrong window comes to the front when stepping,normal,user-facing bug,needs attention soon
123635,run/debug latest fails when filtered,normal,user-facing bug,needs attention soon
75734,[Dialogs] IllegalArgumentException in ResourceListSelectionDialog.,minor,system failure / crash,immediate action required
113159,CUEditor won't let me insert just one TAB,normal,user-facing bug,needs attention soon
341298,Pass automatically provided options to Java 6 processors,normal,user-facing bug,needs attention soon
296677,Build feature shows no error messages,normal,user-facing bug,needs attention soon
135154,[Contributions] ObjectContribtution doesnt work with mixed objects in IStructuredSelection,normal,user-facing bug,needs attention soon
260394,[Index] The size of an array is not stored in the index,enhancement,non-critical feature request,can wait (low urgency)
11892,Color Buttons in Java Editor page are very small,normal,user-facing bug,needs attention soon
228983,[rename] method rename,normal,user-facing bug,needs attention soon
64401,[Workbench] Switching perspectives leaves cheese,normal,user-facing bug,needs attention soon
52870,check for unused or unread private members fails,minor,user-facing bug,needs attention soon
94813,ecj bootstrap sets compile properties and then ignores them,trivial,non-critical feature request,can wait (low urgency)
87920,"ExtractMethod refactoring should not use ASTNodeFactory.newType(AST, ITypeBinding, boolean)",normal,user-facing bug,needs attention soon
27071,VerifyError should be diagnosed,normal,system failure / crash,immediate action required
262163,[Templates] resolution of  dep. bindings doesn't consider bases,normal,user-facing bug,needs attention soon
319828,Help documents will be displayed in mess when there exist complex contents or layout.,normal,user-facing bug,needs attention soon
227397,"add new versions of equinox.jetty, orbit bundles to build",normal,user-facing bug,needs attention soon
212849,[GTK 64] (Patch) Printer.endJob() should not return until print job is successfully sent,normal,user-facing bug,needs attention soon
150486,[ActionSets] Rename Action/Handler,enhancement,non-critical feature request,can wait (low urgency)
221988,[Viewers] AbstractTreeViewer.insert fails if parent element has no children realized,major,user-facing bug,needs attention soon
320275,[1.5][compiler] The hierarchy of the type AbstractSubClass is inconsistent,normal,user-facing bug,needs attention soon
224062,[Contributions] BIDI3.4:HCG Mixed menu entries should be RTL-oriented,normal,user-facing bug,needs attention soon
21319,[About] plugin about.ini overloaded,major,user-facing bug,needs attention soon
286107,[ViewMgmt] [GlobalActions] Closing project ignores Saveables,major,user-facing bug,needs attention soon
167347,markerImageProviders extension point should be API,normal,user-facing bug,needs attention soon
305937,[Webapp] Breadcrumbs and child links not filtered correctly,normal,user-facing bug,needs attention soon
68799,"PlatformURLResourceConnection.getContentHandler() does not handle NPE returned by URLConnection getHeaderField(""content-type"")",critical,system failure / crash,immediate action required
331664,Build only the actual target to run,enhancement,non-critical feature request,can wait (low urgency)
18682,"[ExternalTools] ""tool's file does not exist""/""could not find one or more classes""",major,user-facing bug,needs attention soon
127773,[introduce indirection] wizard page should set width hint for declaring class combo,normal,user-facing bug,needs attention soon
153132,[Model] Adapters not requested for IWorkbenchAdapter and IActionFilter,normal,user-facing bug,needs attention soon
88282,ClassCastException opening this type,critical,system failure / crash,immediate action required
344384,[SWT_AWT] Display.asyncExec runnables are not run when modal dialog is shown,major,user-facing bug,needs attention soon
11057,shortcut for maximize editor,enhancement,non-critical feature request,can wait (low urgency)
17651,creating and comparing patch wizards have different widget order,enhancement,non-critical feature request,can wait (low urgency)
183635,[package explorer] Working Set selections are lost when Package Explorer is closed,normal,user-facing bug,needs attention soon
138336,"System.getProperty(""MY_SYST_VAR"") returns null",normal,user-facing bug,needs attention soon
105278,Problems with generics and exceptions from other classes,minor,user-facing bug,needs attention soon
66754,Include Paths & Symbols properties page does not resize.,normal,user-facing bug,needs attention soon
237236,[compiler][null] extending nonnull analysis to final fields,enhancement,non-critical feature request,can wait (low urgency)
288026,ArrayIndexOutOfBoundException applying patch,normal,system failure / crash,immediate action required
102839,[templates][5.0] Editor template for printf,enhancement,non-critical feature request,can wait (low urgency)
274167,[target] Hitting apply button does not update reload button.,trivial,non-critical feature request,can wait (low urgency)
20373,Bidi - Hebrew text loaded from file not displayed correctly,normal,user-facing bug,needs attention soon
89582,[Forms] Title Area doesn't consider size of widgets,normal,user-facing bug,needs attention soon
54222,'Hide Local Types' button doesn't hide local types in field declaration,normal,user-facing bug,needs attention soon
13949,DBCS: bogus at text compare,critical,system failure / crash,immediate action required
33934,CTabFolder's closeImage invisible in High Contrast mode,normal,user-facing bug,needs attention soon
102147,paint bug in disabled button with png image,critical,system failure / crash,immediate action required
6055,rename a read-only package does not issue a warning,normal,user-facing bug,needs attention soon
239198,[compiler] NegativeArraySizeException thrown for triple quotes,normal,user-facing bug,needs attention soon
168230,[1.5][compiler] Non-generic methods can be called with type arguments,normal,user-facing bug,needs attention soon
292467,[breakpoints] Redundant call to updateBreakpointStatus() in BreakpointsMediator.stopTrackingBreakpoints(),normal,user-facing bug,needs attention soon
78972,[Dialogs] Search support in the View dialog,enhancement,non-critical feature request,can wait (low urgency)
280027,[target] Use local repository as a source,normal,user-facing bug,needs attention soon
332127,Unclear which file I'm saving if dirty untitled text editors are up during shutdown,normal,user-facing bug,needs attention soon
50150,"site.xsl: Category label should be used, not description",normal,user-facing bug,needs attention soon
30001,FS Import doesn't keep permissions,normal,user-facing bug,needs attention soon
273266,Non-externalized string in org.eclipse.compare.win32/plugin.xml,normal,user-facing bug,needs attention soon
312997,[launch] Launch tabs for different launch delegates incorrectly share launch config attributes,normal,user-facing bug,needs attention soon
258775,[DataBinding] IObservablesListener should be @noextend instead of @noimplement,normal,user-facing bug,needs attention soon
299543,Merging should automatically fill in the common base version,normal,user-facing bug,needs attention soon
115575,[JFace] Window documentation referring to nonexistent method,trivial,non-critical feature request,can wait (low urgency)
139089,[breakpoints] NPE in JavaBreakpoint.fireRemoved () shutting down eclipse with Java Debug session running,normal,system failure / crash,immediate action required
61616,[typing] Tabs in text do not show indent,normal,user-facing bug,needs attention soon
86863,"[API] Move ""selected structure"" API to Debug UI",normal,user-facing bug,needs attention soon
242300,CVS Commit dialog comment pane does not have a context menu,normal,user-facing bug,needs attention soon
10877,NPE launching self-host workspace,normal,system failure / crash,immediate action required
272417,Support for JUnit 4.6,normal,user-facing bug,needs attention soon
19798,"When all perspectives are closed, we should exclude the ""- "" in the window title",normal,user-facing bug,needs attention soon
39030,mouseDown and mouseDoubleClicked events not firing,normal,user-facing bug,needs attention soon
24291,[CVS Core] Compare failed,normal,user-facing bug,needs attention soon
28716,[misc] 'Goto Matching Bracket' fails when 'Show Source of Selected Element Only' is selected,minor,user-facing bug,needs attention soon
57712,[Markers] (regression) Task and Problems view should have selection provider,enhancement,non-critical feature request,can wait (low urgency)
30242,Repositories View: no visual indication that a working set is active,enhancement,non-critical feature request,can wait (low urgency)
80091,"Inclusion and Exclusion Patterns: ""Add..."" and ""Add Multiple..."" are unclear",enhancement,non-critical feature request,can wait (low urgency)
110286,Views order will be changed after eclipse restart,normal,user-facing bug,needs attention soon
25029,[Examples] Unmatched brackets in extension points examples,normal,user-facing bug,needs attention soon
34141,Help dialogs and forms should have access keys,normal,user-facing bug,needs attention soon
52844,[SSH2] support ssh-agent,enhancement,non-critical feature request,can wait (low urgency)
336600,[hovering] Caret lost when selecting text in the Javadoc hover and then click into editor,normal,user-facing bug,needs attention soon
23206,Move multiple files: Bug with progress monitor [Refactoring],normal,user-facing bug,needs attention soon
256798,[services] Services can be called after they are shutdown,normal,user-facing bug,needs attention soon
43966,[rulers] QuickDiff Bar should allow text selection like LineNumber Bar,enhancement,non-critical feature request,can wait (low urgency)
17194,Classpath > Advanced: Cannot append jar to Variable,normal,user-facing bug,needs attention soon
195821,Redraw bug when search pane opened from maximized window,normal,user-facing bug,needs attention soon
209225,Program.findProgram returns null,normal,user-facing bug,needs attention soon
96652,Performance tests failing on Linux-GTK,normal,performance degradation,needs attention soon
91378,Eclipse unexpected exception in OS._gtk_entry_set_text,normal,user-facing bug,needs attention soon
178813,[Workbench] -perspective command line argument causes two perspectives to be opened,minor,user-facing bug,needs attention soon
301817,[CommonNavigator] [Project Explorer] Redraw problem when deleting a folder hierarchy,normal,user-facing bug,needs attention soon
256509,junit bundles in test framework aren't signed,normal,user-facing bug,needs attention soon
93709,[Dialogs] IconAndMessageDialog needs a way set the accessible message,enhancement,non-critical feature request,can wait (low urgency)
272225,Extending selection in tree or table should activate shell,normal,user-facing bug,needs attention soon
116504,Does not play nice with minimized Windows Media Player song info,minor,user-facing bug,needs attention soon
6830,Enable/Disable breakpoint action icon,normal,user-facing bug,needs attention soon
317847,Ant terminates immediately and produces no output,normal,user-facing bug,needs attention soon
91032,Choose Base Class: could be more descriptive on why Base Class cannot be added,minor,user-facing bug,needs attention soon
98526,3.1: tct 151- translation clarification,trivial,non-critical feature request,can wait (low urgency)
27006,Internal error when creating patch on non-existing folder,normal,system failure / crash,immediate action required
110801,individual TreeItems cannot only have images in Tree,normal,user-facing bug,needs attention soon
229987,too many Secure Storage dialogs shown,normal,user-facing bug,needs attention soon
127362,NoSuchMethodError on rendererRenderProc prevents platform startup,blocker,system failure / crash,immediate action required
28074,[Contributions] [startup] eclipse.ui.externaltools loaded on startup,normal,user-facing bug,needs attention soon
101878,Open Declaration w/in string literal shows irrelevant class.,normal,user-facing bug,needs attention soon
40156,CTabFolder's client area is off by a few pixels when there are no tabs,normal,user-facing bug,needs attention soon
208709,cmd-z not working on mac os 10.5 leopard,minor,user-facing bug,needs attention soon
38800,Environment var tab should work like Launch variable page,normal,user-facing bug,needs attention soon
30983,ACC - I20030205 - Can't switch tabs using keyboard,major,user-facing bug,needs attention soon
188511,Update doc referring to startup.jar,major,user-facing bug,needs attention soon
28798,Dirty files detection when committing a package to the CVS.,enhancement,non-critical feature request,can wait (low urgency)
65669,No text copy within Cheat Sheet view,enhancement,non-critical feature request,can wait (low urgency)
11820,[find/replace] find in scope - java only or not,normal,user-facing bug,needs attention soon
268584,update swt custom build scripts to support new publishing task,normal,user-facing bug,needs attention soon
16699,Eclipse should not find classes in plugin's bin directory,normal,user-facing bug,needs attention soon
29209,Class attributes missing buttons in property sheet,normal,user-facing bug,needs attention soon
181616,[StatusHandling] StatusDialog formats a message with no parameters and does not use NLS,major,user-facing bug,needs attention soon
181719,Test with comment should be gray,major,user-facing bug,needs attention soon
100733,[Import/Export]Import project from an existing workspace should not scan .metadata and should not try to import already existing projects,enhancement,non-critical feature request,can wait (low urgency)
33365,[JUNIT] Text fails,normal,user-facing bug,needs attention soon
97838,Pref Page Java/Compiler/Javadoc - mnemonic,trivial,non-critical feature request,can wait (low urgency)
83110,Getting 'xxx is not a child of folder yyy' messages from cvs syncronization,normal,user-facing bug,needs attention soon
102017,"Syntax coloring: keyword ""static"" looks like field",normal,user-facing bug,needs attention soon
77914,MIInferior does not query the target for its running state,normal,user-facing bug,needs attention soon
95456,Source lookup path broken for alternate JRE,normal,user-facing bug,needs attention soon
9912,Batch compiler doesn't put binaries in the right folder when -d is missing,normal,user-facing bug,needs attention soon
31843,"""for - iterate over a collection"" template: incorrect tabs",normal,user-facing bug,needs attention soon
250599,Exception in launching plug-ins in Eclipse 3.4,normal,user-facing bug,needs attention soon
282633,[product] Not possible to select plugins that are contained in a nested feature,normal,user-facing bug,needs attention soon
74340,NPE in IOConsoleViewer,normal,system failure / crash,immediate action required
19013,backgronud color: is it honored?,normal,user-facing bug,needs attention soon
93832,"[Preferences] 0502N build, Preference Search Text control displays selection range without focus.",normal,user-facing bug,needs attention soon
11899,Launch config name collission,normal,user-facing bug,needs attention soon
47393,[GlobalActions] [ViewMgmt] Show view menu has many items,enhancement,non-critical feature request,can wait (low urgency)
131625,Tree adds useless vertical scrollbar,normal,user-facing bug,needs attention soon
74994,[Decorators] DecoratorManager activated on startup of an empty workspace,normal,user-facing bug,needs attention soon
320911,Not all redundant superinterface problems reported,normal,user-facing bug,needs attention soon
117996,Setting a folder as read only should set all its files to read only too,normal,user-facing bug,needs attention soon
220764,[Wizards] WizardDialog.setPageSize() documentation incorrect,normal,user-facing bug,needs attention soon
244985,no problem when adding @noimplement restriction,normal,user-facing bug,needs attention soon
70112,org.eclipse.help.webapp JSPs fail validation,normal,user-facing bug,needs attention soon
75813,[browser] StatusTextEvent not fired when hovering over link on the mac,normal,user-facing bug,needs attention soon
260060,[plug-in registry] show different icons for built-in service properties,enhancement,non-critical feature request,can wait (low urgency)
37481,[hovering] Javadoc to HTML does not recognize special HTML characters,minor,user-facing bug,needs attention soon
36238,CVS repo view - multiple icons with same name under Versions,normal,user-facing bug,needs attention soon
41184,GTK-BIDI: Support of RTL orientation of based SWT widgets,normal,user-facing bug,needs attention soon
320953,No indication of invalid hit count,normal,user-facing bug,needs attention soon
25166,[Key Bindings] ctrl+c ctrl+v does not work,major,user-facing bug,needs attention soon
9482,GPF in open,major,system failure / crash,immediate action required
52812,Quick Hierachy does not show implementations of interface method,normal,user-facing bug,needs attention soon
28946,Expressions pane ceases to display expressions,normal,user-facing bug,needs attention soon
173111,StyledText: Enter ends up in content before keyPressed,normal,user-facing bug,needs attention soon
64484,Exception occurred while terminating a target,normal,user-facing bug,needs attention soon
88464,Auto-update can't update two features at once,major,user-facing bug,needs attention soon
226356,[patch] Build against xulrunner,normal,user-facing bug,needs attention soon
116748,Custom Combo: drop down menu is hard to use,major,user-facing bug,needs attention soon
236674,Specifying an include directory in Toolchain options causes language setting entry to go wrong,normal,user-facing bug,needs attention soon
201607,Fragment wizard should use new working set controls,enhancement,non-critical feature request,can wait (low urgency)
46007,Merge changes not shown in Sync view,critical,system failure / crash,immediate action required
92012,[DetachedView] Redundant activation changes when switching to perspective with detached views,normal,user-facing bug,needs attention soon
62449,[projection] collapse glyph flicker on expand/collapse,normal,user-facing bug,needs attention soon
106216,Search result markers in folded text don't appear in the overview ruler,normal,user-facing bug,needs attention soon
80182,Extension Editor Page of the Plug-in Manifest Editor does not work when changing the target platform,major,user-facing bug,needs attention soon
68375,ref-23 out of date,normal,user-facing bug,needs attention soon
248070,[Help] Easy to overlook search scope makes result list appear incomplete,enhancement,non-critical feature request,can wait (low urgency)
240361,Large SWT Trees cannot be scrolled to the bottom TreeItem.,critical,system failure / crash,immediate action required
48964,Would like to scope Javadoc checking to a set of packages,normal,non-critical feature request,can wait (low urgency)
25744,"Provide ""batch"" source formatting/javadoc generation at the package/project level",enhancement,non-critical feature request,can wait (low urgency)
53857,[rename] rename refactoring confused by syntax error,normal,user-facing bug,needs attention soon
3805,Go to type confusing if binary is selected and libraries are filtered (1GEUL8A),minor,user-facing bug,needs attention soon
47206,Search dialog very wide for long method signature,normal,user-facing bug,needs attention soon
208393,[Markers] Go to Resource should use Open as a title,normal,user-facing bug,needs attention soon
119008,[SSH2 FAQ] extssh asks for password even if already there,normal,security vulnerability,immediate action required
225877,ability to hide certain elements from breadcrumb,enhancement,non-critical feature request,can wait (low urgency)
221898,Modules VM Node is checking for register service not modules service,normal,user-facing bug,needs attention soon
3938,Suggestion for nls tool (1GI3K1B),normal,non-critical feature request,can wait (low urgency)
56695,M8 Cannot edit a custom Code Formatter profile,normal,user-facing bug,needs attention soon
127865,[Preferences] Preference changes not being fired on import,normal,user-facing bug,needs attention soon
5979,Shift-* in Packages view crashed Eclipse,normal,system failure / crash,immediate action required
49247,center Dialogs relative to its parent,enhancement,non-critical feature request,can wait (low urgency)
246079,Indexer hangs on Template code with many Template parameters,normal,system failure / crash,immediate action required
276754,[ViewMgmt] Switching views by Ctrl+PageUp/PageDown must not be caught on the inner tab set,normal,user-facing bug,needs attention soon
295113,"[SWT/AWT] SWT_AWT bridge issue with focus lost in JTable cell when switching between RCP Application and any non Eclipse Application (e.g. Microsoft Excel, Web Browser, etc)",normal,user-facing bug,needs attention soon
27859,[Features] defaultPerspective not displayed at start up,normal,user-facing bug,needs attention soon
83945,[Tags Operations] Moving an existing tag on a local project ignored deleted files,enhancement,non-critical feature request,can wait (low urgency)
337719,[implementation] AbstractTextEditor does not prompt when out of sync in MultiPageEditorPart,normal,user-facing bug,needs attention soon
201295,[DND] Enhance drop-n-drop from view to editor,enhancement,non-critical feature request,can wait (low urgency)
