id,short_desc,severity
264610,[Forms] Screen reader won't read links in a FormText widget.,normal
26036,refactor: extract local variable: inserts new variable at wrong block,normal
114979,"""ftp"" feature for ""ant"" doesn't work",normal
108519,ClassCastException,normal
269610,Drop-Indicator-Rectangle for docked Items incorrect,minor
124333,Target platform stale - didn't switch to the new build,normal
183685,[preferences] UI for Wrap binary expression before operator,normal
108915,Ant build terminates while signing jar using jarsigner,major
212885,[Markers] Markers view: Configure Contents... dialog should not use 'Filters',normal
35346,Eclipse crash opening preferences of third party plugin,normal
30259,launching always asks if I want to delete the workspace,normal
25847,Support for Java 1.4 chained exceptions,enhancement
292901,"Confusing ""Target"" group for children filters",normal
38855,regression - Table.getImageBounds returns incorrect value,critical
26626,hot plugin plugin?,enhancement
24254,Type Hierarchy doesn't show all members,minor
49056,[FAQ 2.1.3] CVS 1.12.x server compatibility,normal
101048,Broken links in root javadoc files,normal
17357,[Outline] Outline View text cut off,normal
188887,[PropertiesDialog] File size in resource properties info too many digits,enhancement
74710,[Commit Sets] Problems displaying folders,normal
88666,"[content type] schema should assign ""java"" type to the describer attribute",normal
309842,Consider creating a product for pde build,enhancement
28504,"Pesimistic VC: Content Assist dissabled, Quick Fix still available",normal
323278,"Indexer reports ""return has value, in function returning void"" when void func returns the return value of void func.",normal
90085,Auto Completion mal-function in M5a and M6,enhancement
17998,[ExternalTools] missing help context ids,normal
32361,"""Link Java Browsing view to active Editor"" not working in M5",normal
295401,Renaming Java project with a breakpoint throws an exception,major
233159,P2Installer doesn't work on a Mac,critical
167640,Opening plugin.xml throws error in fast partitioner,normal
127768,[Model Sync] Clean Timestamps doesn't always work,normal
289883,New TEAM feature to collect commit comments incrementally,enhancement
157464,[consistency] Arrow-Buttons on Mac dont support MouseListeners,normal
283169,[examples] Add pre-processor generated source files to a .cvsignore file.,normal
16474,FTP: Contents fetched when right-clicking in site explorer,normal
36130,keyboard shortcut for line commenting,minor
83195,Mnemonic collision on AntJRETab,normal
182313,Compare viewer context menu actions are missing mnemonics,trivial
160929,[Help] Javascript error in indexList.jsp,normal
217671,[Contributions] WorkbenchMenuService leaks editor after context menu opened,critical
82330,IAE exception in Inline Method [refactoring],normal
79925,[consistency] Button MenuDetect preceeds MouseDown,normal
19719,Hover Text Stops Working After Turning Off And Then On Again.,normal
87627,[1.5][search] references to type variable yield non-existent elements in search view,normal
209326,[formatter] Save Actions does not remove trailing blanks inserted by Formatter,normal
205038,ResourceModelContentProvider#dispose() can throw NPE,normal
306822,We need context for IncrementalProjectBuilder#getRule(),normal
22965,[Import/Export] import/export enhancement,enhancement
154023,Can't get a Dialog truely on TOP,normal
257915,Autocomplete doesn't work inside Exception handlers created by #define,normal
274271,SHEET Javadoc issues,normal
279522,[Test] Seperate Link checker tests into generated/non generated,enhancement
115303,Add support for cyclic dependencies in projects,enhancement
29069,'open external javadoc' appears incorrectly in key binding list,trivial
191121,[C99 parser] fix performance issues,normal
257494,Ant task hangs in logging call,normal
62046,[Progress] % complete not shown in progress view,normal
178780,[MPE] Improve MultiPageEditorPart.setActiveEditor,enhancement
290618,[push down] program behavior changes: calls overloaded method,normal
270548,[formatter] code formatter does not respect spaces for line wrapping indent,normal
92119,[variables] Debugger: Ability to view a char array/sequence as an arrary of integers.,enhancement
129703,SWT.VIRTUAL limitations via TableItem [] items,normal
16775,TableTree.setSelection/showItem fails for deeply nested items,normal
64537,Internal errror opening in-place browser,major
12451,Got unhandled debug exception when launching workspace,normal
304792,[move method] Move a single function between interfaces does not work.,minor
274690,MenuItem accelerator text not rendered on Cocoa,normal
204417,NullPointerException in SelectionOnQualifiedAllocationExpression.resolveType,normal
72400,anonymous inner class's override method sign doesn't appear,normal
26546,In/correct quick fix for non-static access to static member [quick fix],normal
44008,[browser] Browser component grabs focus when loaded.,normal
201548,[Editor] Need partition scanner for assembly content,normal
101799,Enabling advanced graphics will cause alpha gradient to be applied,normal
284393,[Forms] Allow FormText to be transparent,major
98379,"[1.5][compiler] Type Inference on static method allowed by eclipse, not by javac",normal
208589,Key shortcuts F3 and F4 should work in Variables view to open type / hierarchy,enhancement
79792,Constructor reference not found,normal
242014,[delta] IJavaElementDelta.F_CONTENT not set in Java element delta in case of IResource.touch(...),normal
9558,junit wizard: does not detect all existing classes,normal
240837,DVT34: broken link in documentation,normal
6917,OS.EnableWindow should be called when opening modal dialog,normal
150535,java text editor does not honor system default theme in high contrast,normal
27261,"""Content Assist"" vs ""Code Assist""",normal
73997,Code Formatter mishandles <pre> and <blockquote> tags,normal
29716,Default CodeFormatter problems,normal
53378,[syntax highlighting] Preview and Apply do not work for syntax highlighting preference page,major
17132,Advanced dialog on class path config tabs should not be a title area dialog,normal
4662,DCR: Refactor PrintJob out of Printer (1GFW8OM),normal
117527,[Eclipse Forms] Switching from product configuration from plug-in to feature looses the content of the other pages from the editor,critical
37303,Remove X dependency,normal
117983,[KeyBindings] registry: Can't delete key binding by unsetting commandId,normal
50851,[reorg] constructor not visible after class move / refactoring,normal
42826,Flat Table,normal
92015,[IDE] IDEWorkbenchWindowAdvisor updates the window title too often,normal
284844,[Layout] The GridLayout is not shown correctly.,normal
115464,Bring back 'Show In Package Explorer',normal
339913,[compiler] Misleading error message for annotations inside a method body,normal
214144,Internal Web browswer location bar closes unexpectedly,normal
26907,Team file types are not dynamically updated!,normal
253174,[Contributions] Contributions to the status trim bar are never disposed.,normal
129853,Wrong window comes to the front when stepping,normal
123635,run/debug latest fails when filtered,normal
75734,[Dialogs] IllegalArgumentException in ResourceListSelectionDialog.,minor
113159,CUEditor won't let me insert just one TAB,normal
341298,Pass automatically provided options to Java 6 processors,normal
296677,Build feature shows no error messages,normal
135154,[Contributions] ObjectContribtution doesnt work with mixed objects in IStructuredSelection,normal
260394,[Index] The size of an array is not stored in the index,enhancement
11892,Color Buttons in Java Editor page are very small,normal
228983,[rename] method rename,normal
64401,[Workbench] Switching perspectives leaves cheese,normal
52870,check for unused or unread private members fails,minor
94813,ecj bootstrap sets compile properties and then ignores them,trivial
87920,"ExtractMethod refactoring should not use ASTNodeFactory.newType(AST, ITypeBinding, boolean)",normal
27071,VerifyError should be diagnosed,normal
262163,[Templates] resolution of  dep. bindings doesn't consider bases,normal
319828,Help documents will be displayed in mess when there exist complex contents or layout.,normal
227397,"add new versions of equinox.jetty, orbit bundles to build",normal
212849,[GTK 64] (Patch) Printer.endJob() should not return until print job is successfully sent,normal
150486,[ActionSets] Rename Action/Handler,enhancement
221988,[Viewers] AbstractTreeViewer.insert fails if parent element has no children realized,major
320275,[1.5][compiler] The hierarchy of the type AbstractSubClass is inconsistent,normal
224062,[Contributions] BIDI3.4:HCG Mixed menu entries should be RTL-oriented,normal
21319,[About] plugin about.ini overloaded,major
286107,[ViewMgmt] [GlobalActions] Closing project ignores Saveables,major
167347,markerImageProviders extension point should be API,normal
305937,[Webapp] Breadcrumbs and child links not filtered correctly,normal
68799,"PlatformURLResourceConnection.getContentHandler() does not handle NPE returned by URLConnection getHeaderField(""content-type"")",critical
331664,Build only the actual target to run,enhancement
18682,"[ExternalTools] ""tool's file does not exist""/""could not find one or more classes""",major
127773,[introduce indirection] wizard page should set width hint for declaring class combo,normal
153132,[Model] Adapters not requested for IWorkbenchAdapter and IActionFilter,normal
88282,ClassCastException opening this type,critical
344384,[SWT_AWT] Display.asyncExec runnables are not run when modal dialog is shown,major
11057,shortcut for maximize editor,enhancement
17651,creating and comparing patch wizards have different widget order,enhancement
183635,[package explorer] Working Set selections are lost when Package Explorer is closed,normal
138336,"System.getProperty(""MY_SYST_VAR"") returns null",normal
105278,Problems with generics and exceptions from other classes,minor
66754,Include Paths & Symbols properties page does not resize.,normal
237236,[compiler][null] extending nonnull analysis to final fields,enhancement
288026,ArrayIndexOutOfBoundException applying patch,normal
102839,[templates][5.0] Editor template for printf,enhancement
274167,[target] Hitting apply button does not update reload button.,trivial
20373,Bidi - Hebrew text loaded from file not displayed correctly,normal
89582,[Forms] Title Area doesn't consider size of widgets,normal
54222,'Hide Local Types' button doesn't hide local types in field declaration,normal
13949,DBCS: bogus at text compare,critical
33934,CTabFolder's closeImage invisible in High Contrast mode,normal
102147,paint bug in disabled button with png image,critical
6055,rename a read-only package does not issue a warning,normal
239198,[compiler] NegativeArraySizeException thrown for triple quotes,normal
168230,[1.5][compiler] Non-generic methods can be called with type arguments,normal
292467,[breakpoints] Redundant call to updateBreakpointStatus() in BreakpointsMediator.stopTrackingBreakpoints(),normal
78972,[Dialogs] Search support in the View dialog,enhancement
280027,[target] Use local repository as a source,normal
332127,Unclear which file I'm saving if dirty untitled text editors are up during shutdown,normal
50150,"site.xsl: Category label should be used, not description",normal
30001,FS Import doesn't keep permissions,normal
273266,Non-externalized string in org.eclipse.compare.win32/plugin.xml,normal
312997,[launch] Launch tabs for different launch delegates incorrectly share launch config attributes,normal
258775,[DataBinding] IObservablesListener should be @noextend instead of @noimplement,normal
299543,Merging should automatically fill in the common base version,normal
115575,[JFace] Window documentation referring to nonexistent method,trivial
139089,[breakpoints] NPE in JavaBreakpoint.fireRemoved () shutting down eclipse with Java Debug session running,normal
61616,[typing] Tabs in text do not show indent,normal
86863,"[API] Move ""selected structure"" API to Debug UI",normal
242300,CVS Commit dialog comment pane does not have a context menu,normal
10877,NPE launching self-host workspace,normal
272417,Support for JUnit 4.6,normal
19798,"When all perspectives are closed, we should exclude the ""- "" in the window title",normal
39030,mouseDown and mouseDoubleClicked events not firing,normal
24291,[CVS Core] Compare failed,normal
28716,[misc] 'Goto Matching Bracket' fails when 'Show Source of Selected Element Only' is selected,minor
57712,[Markers] (regression) Task and Problems view should have selection provider,enhancement
30242,Repositories View: no visual indication that a working set is active,enhancement
80091,"Inclusion and Exclusion Patterns: ""Add..."" and ""Add Multiple..."" are unclear",enhancement
110286,Views order will be changed after eclipse restart,normal
25029,[Examples] Unmatched brackets in extension points examples,normal
34141,Help dialogs and forms should have access keys,normal
52844,[SSH2] support ssh-agent,enhancement
336600,[hovering] Caret lost when selecting text in the Javadoc hover and then click into editor,normal
23206,Move multiple files: Bug with progress monitor [Refactoring],normal
256798,[services] Services can be called after they are shutdown,normal
43966,[rulers] QuickDiff Bar should allow text selection like LineNumber Bar,enhancement
17194,Classpath > Advanced: Cannot append jar to Variable,normal
195821,Redraw bug when search pane opened from maximized window,normal
209225,Program.findProgram returns null,normal
96652,Performance tests failing on Linux-GTK,normal
91378,Eclipse unexpected exception in OS._gtk_entry_set_text,normal
178813,[Workbench] -perspective command line argument causes two perspectives to be opened,minor
301817,[CommonNavigator] [Project Explorer] Redraw problem when deleting a folder hierarchy,normal
256509,junit bundles in test framework aren't signed,normal
93709,[Dialogs] IconAndMessageDialog needs a way set the accessible message,enhancement
272225,Extending selection in tree or table should activate shell,normal
116504,Does not play nice with minimized Windows Media Player song info,minor
6830,Enable/Disable breakpoint action icon,normal
317847,Ant terminates immediately and produces no output,normal
91032,Choose Base Class: could be more descriptive on why Base Class cannot be added,minor
98526,3.1: tct 151- translation clarification,trivial
27006,Internal error when creating patch on non-existing folder,normal
110801,individual TreeItems cannot only have images in Tree,normal
229987,too many Secure Storage dialogs shown,normal
127362,NoSuchMethodError on rendererRenderProc prevents platform startup,blocker
28074,[Contributions] [startup] eclipse.ui.externaltools loaded on startup,normal
101878,Open Declaration w/in string literal shows irrelevant class.,normal
40156,CTabFolder's client area is off by a few pixels when there are no tabs,normal
208709,cmd-z not working on mac os 10.5 leopard,minor
38800,Environment var tab should work like Launch variable page,normal
30983,ACC - I20030205 - Can't switch tabs using keyboard,major
188511,Update doc referring to startup.jar,major
28798,Dirty files detection when committing a package to the CVS.,enhancement
65669,No text copy within Cheat Sheet view,enhancement
11820,[find/replace] find in scope - java only or not,normal
268584,update swt custom build scripts to support new publishing task,normal
16699,Eclipse should not find classes in plugin's bin directory,normal
29209,Class attributes missing buttons in property sheet,normal
181616,[StatusHandling] StatusDialog formats a message with no parameters and does not use NLS,major
181719,Test with comment should be gray,major
100733,[Import/Export]Import project from an existing workspace should not scan .metadata and should not try to import already existing projects,enhancement
33365,[JUNIT] Text fails,normal
97838,Pref Page Java/Compiler/Javadoc - mnemonic,trivial
83110,Getting 'xxx is not a child of folder yyy' messages from cvs syncronization,normal
102017,"Syntax coloring: keyword ""static"" looks like field",normal
77914,MIInferior does not query the target for its running state,normal
95456,Source lookup path broken for alternate JRE,normal
9912,Batch compiler doesn't put binaries in the right folder when -d is missing,normal
31843,"""for - iterate over a collection"" template: incorrect tabs",normal
250599,Exception in launching plug-ins in Eclipse 3.4,normal
282633,[product] Not possible to select plugins that are contained in a nested feature,normal
74340,NPE in IOConsoleViewer,normal
19013,backgronud color: is it honored?,normal
93832,"[Preferences] 0502N build, Preference Search Text control displays selection range without focus.",normal
11899,Launch config name collission,normal
47393,[GlobalActions] [ViewMgmt] Show view menu has many items,enhancement
131625,Tree adds useless vertical scrollbar,normal
74994,[Decorators] DecoratorManager activated on startup of an empty workspace,normal
320911,Not all redundant superinterface problems reported,normal
117996,Setting a folder as read only should set all its files to read only too,normal
220764,[Wizards] WizardDialog.setPageSize() documentation incorrect,normal
244985,no problem when adding @noimplement restriction,normal
70112,org.eclipse.help.webapp JSPs fail validation,normal
75813,[browser] StatusTextEvent not fired when hovering over link on the mac,normal
260060,[plug-in registry] show different icons for built-in service properties,enhancement
37481,[hovering] Javadoc to HTML does not recognize special HTML characters,minor
36238,CVS repo view - multiple icons with same name under Versions,normal
41184,GTK-BIDI: Support of RTL orientation of based SWT widgets,normal
320953,No indication of invalid hit count,normal
25166,[Key Bindings] ctrl+c ctrl+v does not work,major
9482,GPF in open,major
52812,Quick Hierachy does not show implementations of interface method,normal
28946,Expressions pane ceases to display expressions,normal
173111,StyledText: Enter ends up in content before keyPressed,normal
64484,Exception occurred while terminating a target,normal
88464,Auto-update can't update two features at once,major
226356,[patch] Build against xulrunner,normal
116748,Custom Combo: drop down menu is hard to use,major
236674,Specifying an include directory in Toolchain options causes language setting entry to go wrong,normal
201607,Fragment wizard should use new working set controls,enhancement
46007,Merge changes not shown in Sync view,critical
92012,[DetachedView] Redundant activation changes when switching to perspective with detached views,normal
62449,[projection] collapse glyph flicker on expand/collapse,normal
106216,Search result markers in folded text don't appear in the overview ruler,normal
80182,Extension Editor Page of the Plug-in Manifest Editor does not work when changing the target platform,major
68375,ref-23 out of date,normal
248070,[Help] Easy to overlook search scope makes result list appear incomplete,enhancement
240361,Large SWT Trees cannot be scrolled to the bottom TreeItem.,critical
48964,Would like to scope Javadoc checking to a set of packages,normal
25744,"Provide ""batch"" source formatting/javadoc generation at the package/project level",enhancement
53857,[rename] rename refactoring confused by syntax error,normal
3805,Go to type confusing if binary is selected and libraries are filtered (1GEUL8A),minor
47206,Search dialog very wide for long method signature,normal
208393,[Markers] Go to Resource should use Open as a title,normal
119008,[SSH2 FAQ] extssh asks for password even if already there,normal
225877,ability to hide certain elements from breadcrumb,enhancement
221898,Modules VM Node is checking for register service not modules service,normal
3938,Suggestion for nls tool (1GI3K1B),normal
56695,M8 Cannot edit a custom Code Formatter profile,normal
127865,[Preferences] Preference changes not being fired on import,normal
5979,Shift-* in Packages view crashed Eclipse,normal
49247,center Dialogs relative to its parent,enhancement
246079,Indexer hangs on Template code with many Template parameters,normal
276754,[ViewMgmt] Switching views by Ctrl+PageUp/PageDown must not be caught on the inner tab set,normal
295113,"[SWT/AWT] SWT_AWT bridge issue with focus lost in JTable cell when switching between RCP Application and any non Eclipse Application (e.g. Microsoft Excel, Web Browser, etc)",normal
27859,[Features] defaultPerspective not displayed at start up,normal
83945,[Tags Operations] Moving an existing tag on a local project ignored deleted files,enhancement
337719,[implementation] AbstractTextEditor does not prompt when out of sync in MultiPageEditorPart,normal
201295,[DND] Enhance drop-n-drop from view to editor,enhancement
106421,[Memory View] Initial column size preference should be stored by debug target,enhancement
21220,Navigation between projects is not possible,blocker
290453,[Help] Links in About Eclipse SDK don't work on SLES 11,normal
187372,Inlined rename refactoring should use HOME/END keys better,enhancement
7495,DCR - Need to know input elements of a hierarchy,normal
7594,"Menu entry ""Replace with Previous"" shouldn't have a ""...""",normal
35339,@inheritedoc no consistently rendered,minor
60323,Debug call to join build blocking forever,major
243147,[breadcrumb] Should not show Java projects as simple projects,normal
75400,[1.5] Wrong type mismatch error reported,normal
154454,Support camelcase navigation on PDE forms,enhancement
25705,[2.0.3 Candidate] multiple builds possible during project set import,normal
86787,Add list of ignored directories,enhancement
162001,The Chinese locales problem.,critical
51806,"Tables (or rows, or cells) flicker when updating",normal
45670,[CVS Sync View] Sync view does not update with later changes on a second sync,normal
145007,"[1.5][javadoc] Generics + Inner Class -> Javadoc ""missing @throws"" warning",minor
71213,"NPE in ""Add unimplemented methods"" quick fix [quick fix] [code manipulation]",minor
52181,Red X remains on package declaration,normal
60596,[EditorMgmt] editor chevron barely visible in dark editor bar,normal
42147,Java Model Exception,normal
146722,search/files/replace on selections halts for a long time,normal
106670,[extract constant] Extract constant doesn't remove original expression occurrence.,minor
54832,Refactoring: Undo should manage and display non-fatal problems,normal
21077,[Help] F1 does not work for all pages in the preferences dialog.,normal
76761,[model] ImportContainer.hasChildren() should not return true,normal
184419,Button.setSelected(boolean value) doesn't  honour ButtonGroup,critical
283193,some Table/Tree API work incorrectly when scrolled,normal
279250,[pull up] 'pull up' to interface generates unused imports in the interface,normal
21245,different disabled toolbar icons on GTK,normal
236847,Debug launching of non-buildable project in CDT 4 may fail,normal
216637,[p2] Provide p2 properties to PDE build during export/builds,normal
189765,"[Import/Export] TVT33:TCT388: pl: ""import from file system"" panel too wide",major
10872,swt exception in history view,normal
200698,[introduce factory] 'method already exists' test is to unprecice,normal
267991,Internal Error Widget is disposed closing about dialog,normal
296965,project of selected resource not resolved properly,normal
72391,[Content Assist] Content assist keeps adding parentheses,minor
29163,SafeRunnable needs to be accessible in JFace,normal
36141,Misbehaving property page causes property dialog to fail to open,major
131740,ANT runtime properties not set per the ANT 'Runtime' Global properties list,normal
90105,[projection] Folding takes a long time to disable on StyledText.java,major
112356,[syntax highlighting] Syntax highlight isn't applied to auto-unboxed expressions with a cast,normal
295825,[formatter] Commentaries are running away after formatting are used,minor
137384,[Presentations] ClassCastException in org.eclipse.ui.internal.PartStack line 1305,normal
8816,Disappearing variables,normal
79412,CCE when selecting stack trace element,normal
231831,[api] Need customized wizard page rather than JarPackageWizardPage,enhancement
157170,[AST visitor] Unvisited elements,normal
108116,[RCP] IDE classes breaking plug-in boundaries for thier Dialog settings,normal
252388,Check box shows indeterminate state before checked state,normal
290235,[OLE] Problem with using OLE control and setting the max heap size,normal
55195,perspective/fastview bar is 1 pixel wide under GTK2.4,normal
229514,[WorkingSets] New Working Set wizard shouldn't allow OK if nothing in RHS,normal
218331,[key bindings][content assist] Ctrl (not Command) should toggle insert/overwrite,normal
161910,[nls tooling] Missing Hover-Warning when NLS link broken due to empty messages file,minor
232349,[pull up] final method in interface makes uncompilable code (multiple methods pulled),minor
144749,[Forms] TVT3.2:TCT811: HUN:MANCON - No space for second line,normal
326485,"Menu item ""Resource Configurations"" is missing for files excluded from build",normal
124874,[CommonNavigator] Open and Open With should have their own enablement logic,normal
10136,Selecting a symbol name should be the same as have the caret on it,normal
95449,[Browser] Reusing existing browser editor does not activate it,normal
153879,[Wizards] configurable size of cvs commit comment history,enhancement
139672,[refactoring] Rename package does not update inclusion/exclusion filters,normal
65640,Selection / Copy issue when extra dialog opened,normal
242237,Debug View tree overflows view but no (or limited) scroll bar,normal
11374,gp: Crash in swt-win32-2026.dll,critical
176632,[extract local] does not always work correcty with statements/blocks that receive parameters.,minor
51781,Top level tasks causing problems,normal
43005,SWT-GTK hangs while reading from clipboard (on start-up),minor
68888,Cannot delete-add Build command in Make Targets,normal
15620,"""Run Ant"" argument parser broken after 4/9/02",normal
264941,[inline] Comments above a variable declaration disappear,normal
247927,123,normal
271848,Mirror from context to buildRepo,normal
10252,Class StandardVM doubles fields from super class,normal
194194,[CModel] scalability of CModelManager.createBindaryFile(),normal
179275,[search] JavaWorkspaceScope caches all projects and does not refresh,normal
225644,launch configs dropping bundles,normal
217817,[breadcrumb] polish next/previous buttons,normal
315228,Java Will not load,normal
194487,Fail to run Ant script in the same JRE when installed at a path with space,critical
84427,Quick fix for annotations does not function [code manipulation],trivial
22407,Can't set Java project build output folder to different project,enhancement
294746,[plug-in wizard] Descriptions of templates don't fill FormText correctly,normal
15494,Eclipse unable to start after update manager activated,critical
96958,gtk-filechooser is a part of the evil empire!,enhancement
73081,Inconsistant type cast warning.,normal
121194,"Problem of binary recognition with Eclipse 3.1, CDT 3.0",normal
143527,[Sync] Missing support for Logical model when only 1 model file is selected during the synchronization,normal
145803,[CommonNavigator] Project Explorer View does not allow zo define filters,normal
22514,[CVS UI] The CVS Structure Compare view deletes without warning,normal
340876,[preferences][content assist] Request for more flexible configuration of content assist lists,enhancement
95816,Exception deleting resources,normal
105018,[osgi] PackageAdmin reports incorrect package wiring,normal
101252,[Actions] Key binding for Apply patch is missing,normal
187646,"[Target][Editors] Content page - Cannot Cntrl-A to select all, get rid of ""Remove All""",enhancement
191605,Empty Team category in Customize Perspective->Shortcuts,normal
54657,Templates: Entering ${cursor} variable multiple times,normal
2079,[Progress] Replace with TS resource: Label cut off  (1GE4UVV),normal
129515,Identation of arrays,enhancement
127902,Focus gets stuck in Expandbar,normal
215804,Editor could not be initialized,critical
93625,Checking consistency of Type History... should be done after type selection dialog is up,normal
305230,Browser should specify encoding of LocationEvent#location and align implementations,major
87759,MESSAGE Bundle initial@reference:file:g:/eclipse-SDK-3.0.1-win32/eclipse/plugins/org.eclipse.core.runtime_3.0.1/ [1] was not resolved,normal
117687,[Contribution] Platform UI logs wrong warnings,normal
44485,Better support for Jar source path designation,enhancement
75509,Borders around flat toolbars when using the Industrial theme,normal
149019,SWT Browser Event Listeners,enhancement
292648,-fetchTagExclude needed,enhancement
7145,F4 does not work outside type decl,normal
308010,[DataBinding] Cannot provide own UpdateValueStrategy for binding in ObservableValueEditingSupport.,normal
83883,[Dialogs] Layout problems with WXGA resolution,normal
242498,"Add shortcut to perform file search on current buffer, current buffers",enhancement
203240,Permission of .cproject file seems not to be considered anywhere on writing data,critical
160481,Allow to display matches using CNF model,enhancement
303286,API builder throws error when deleting a project,major
126234,[browser] files with embedded content causes keybinding loss,normal
304024,BrowserInformationControl leaks TextLayout,normal
7422,Missing project references on some imported Java projects,normal
245554,Cannot find and read bundle.info in a shared install,normal
60471,"Eclipse stops responding to mouse, NullPointerException on shutdown",normal
96929,[Graphics] White view menu icon,normal
339274,[Test] Web Service test failing if CDT installed,normal
41676,[CommandMgmt] Next/Previous in Search view no longer working,normal
17319,NPE in text search/replace,major
176158,Tool tip flickers,normal
7456,Error message with overloaded methods is confusing,normal
19795,asdfasdf,enhancement
304042,Launching from the product editor fails in I20100224-2242,normal
176855,[heap walking] All Instances and All References key bindings are the same,minor
3527,Source Annotation Property page: Various bugs (1G4CT78),minor
114316,Some times not shutting down correctly,normal
65782,New file not in correct order in package explorer [package explorer],normal
185308,Eclipse 3.1.2 is not yet Supported on HP-UX Itanium,major
49853,"Persist size of ""add step filter"" dialog",enhancement
32740,[Viewers] CheckStateChangedEvent never happens for ICheckStateListener in CheckboxTableViewer,major
4800,Timings vs. Sun JDK on image loading/creation/drawing (1GIVMG8),normal
144874,[Forms] FormToolkit uses a hardcoded color to distinguish between themed and classic XP,normal
2888,[JFace] JFace: label decorators don't get disposed on removal (1GKDA34),normal
157819,[jobs] Allow jobs to specify RW locks for scheduling,enhancement
293261,Unable to create runtime classpath entry for unknown type org.eclipse.ant.ui.classpathentry.antHome,normal
205164,[Contributions] EditorAction cannot be of type pull-down,normal
67694,TVT3.0:  Truncated widget in CDT preferences page,normal
232973,[ds] removing IDSComponent moveChild method,normal
74152,url search result error while using maxHits and scope parameters together,normal
305096,Fullscreen mode doesn't cover the windows taskbar on Windows 7,normal
79583,Deffered breakpoints and shared library events.,normal
6546,Missing mnemonics in Team preferences,normal
90146,StyleRange's underline style is drawn at base line instead of descender line,normal
9318,no context menu on views in the 'fast view toolbar',normal
50141,[content assist] autocompletion not working in static context,normal
177723,[preferences] Content Assist preference page should link to type filters,enhancement
103858,[CheatSheets] JUnit test cases for Cheatsheets,enhancement
232606,[LR parser] content assist not working in base specifier list,normal
43267,File Updates / Refresh problems with Versioning systems,normal
217824,Target no longer start after importing binary plug-ins,critical
153365,DirectoryDialog's setFilterPath() has no effect,normal
35994,Nested features show %featureName for description in Update Manager,normal
73686,Features with multiple categories require that all categories be selected in order to install them,normal
3950,Type Hierarchy View has apparent absolute path in title bar (1GF7XJR),major
282482,AutoBuildJob *always* throws events even if not active?,critical
262877,The JavaModel object needs to be handled by the JavaNavigatorLabelProvider,normal
103842,"""Omit all symbol information"" seems to pass incorrect flag",normal
223804,registry view filter should support java-like names,enhancement
8047,Internal error changing CVS project properties,normal
79695,[EditorMgmt] Clicking the close icon of an open resources should not synch navigator,normal
21194,Filtered organize imports and code assist [code manipulation] [editor],enhancement
339022,[reconciling] ASTProviderTest fails and is not in CoreTests suite,normal
34338,Deleting a new folder does not update dirty state,normal
186463,[JSR269] publish limitations of java 6 processing,minor
